school_name,school_type,source_system,source_url,official_website,phone,email,address,city,county,grades_raw,county_fit,grade_fit,school_type_fit,verification_status,students_count,white_pct,schooldigger_url,business_fit,business_fit_reason,notes
Riverdale Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://riverdalees.ocps.net,,riverdale_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,566,14.7,https://www.schooldigger.com/go/FL/schools/0144003453/school.aspx,REJECTED,White is not highest racial group (Hispanic at 60.1%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Riverside Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://riversidees.ocps.net,,riverside_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,526,12.7,https://www.schooldigger.com/go/FL/schools/0144001436/school.aspx,REJECTED,White is not highest racial group (African American at 54.0%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Rock Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://rocklakees.ocps.net,,rocklake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,340,2.1,https://www.schooldigger.com/go/FL/schools/0144001401/school.aspx,REJECTED,White is not highest racial group (African American at 81.8%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Rock Springs Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://rockspringses.ocps.net,,rocksprings_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,682,26.5,https://www.schooldigger.com/go/FL/schools/0144002620/school.aspx,REJECTED,White is not highest racial group (Hispanic at 48.7%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Rolling Hills Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://rollinghillses.ocps.net,,rollinghills_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,515,4.3,https://www.schooldigger.com/go/FL/schools/0144001421/school.aspx,REJECTED,White is not highest racial group (African American at 76.1%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Rosemont Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://rosemontes.ocps.net,,rosemont_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,640,4.5,https://www.schooldigger.com/go/FL/schools/0144003218/school.aspx,REJECTED,White is not highest racial group (African American at 76.7%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Sadler Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://sadleres.ocps.net,,sadler_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,705,7.8,https://www.schooldigger.com/go/FL/schools/0144001437/school.aspx,REJECTED,White is not highest racial group (Hispanic at 70.4%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Sally Ride Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://sallyridees.ocps.net,,sallyride_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,399,14.8,https://www.schooldigger.com/go/FL/schools/0144001411/school.aspx,REJECTED,White is not highest racial group (Hispanic at 63.7%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Sand Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://sandlakees.ocps.net,,sandlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,733,35.1,https://www.schooldigger.com/go/FL/schools/0144005026/school.aspx,REJECTED,White is not highest racial group (Hispanic at 45.4%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Shenandoah Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://shenandoahes.ocps.net,,shenandoah_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,403,29.3,https://www.schooldigger.com/go/FL/schools/0144001450/school.aspx,REJECTED,White is not highest racial group (Hispanic at 58.1%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Shingle Creek Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://shinglecreekes.ocps.net,,shinglecreek_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,633,2.8,https://www.schooldigger.com/go/FL/schools/0144000861/school.aspx,REJECTED,White is not highest racial group (African American at 50.7%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Southwood Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://southwoodes.ocps.net,,southwood_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,481,14.3,https://www.schooldigger.com/go/FL/schools/0144003219/school.aspx,REJECTED,White is not highest racial group (Hispanic at 57.2%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Spring Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://springlakees.ocps.net,,springlake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,445,13.3,https://www.schooldigger.com/go/FL/schools/0144001419/school.aspx,REJECTED,White is not highest racial group (Hispanic at 73.7%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Stone Lakes Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://stonelakeses.ocps.net,,stonelakes_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,617,37.9,https://www.schooldigger.com/go/FL/schools/0144005033/school.aspx,REJECTED,White is not highest racial group (Hispanic at 38.4%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Stonewyck Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://stonewyckes.ocps.net,,stonewyck_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,660,12.1,https://www.schooldigger.com/go/FL/schools/0144009029/school.aspx,REJECTED,White is not highest racial group (Hispanic at 63.9%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Sun Blaze Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://sunblazees.ocps.net,,sunblaze_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,1150,25.0,https://www.schooldigger.com/go/FL/schools/0144008170/school.aspx,REJECTED,White is not highest racial group (Hispanic at 54.5%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
SunRidge Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://sunridgees.ocps.net,,sunridge_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,629,34.2,https://www.schooldigger.com/go/FL/schools/0144007743/school.aspx,REJECTED,White is not highest racial group (Hispanic at 36.2%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Sunset Park Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://sunsetparkes.ocps.net,,sunsetpark_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,699,38.6,https://www.schooldigger.com/go/FL/schools/0144005034/school.aspx,REJECTED,White is not highest racial group (Hispanic at 45.2%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Sunshine Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://sunshinees.ocps.net,,sunshine_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,1015,18.2,https://www.schooldigger.com/go/FL/schools/0144008740/school.aspx,REJECTED,White is not highest racial group (Hispanic at 67.2%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Tangelo Park Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://tangeloparkes.ocps.net,,tangelopark_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,491,3.7,https://www.schooldigger.com/go/FL/schools/0144001416/school.aspx,REJECTED,White is not highest racial group (African American at 61.5%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Three Points Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://threepointses.ocps.net,,threepoints_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,447,6.9,https://www.schooldigger.com/go/FL/schools/0144003742/school.aspx,REJECTED,White is not highest racial group (Hispanic at 82.1%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Tildenville Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://tildenvillees.ocps.net,,tildenville_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,738,36.6,https://www.schooldigger.com/go/FL/schools/0144001381/school.aspx,REJECTED,White is not highest racial group (Hispanic at 44.2%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Timber Lakes Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://timberlakeses.ocps.net,,timberlakes_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,610,30.8,https://www.schooldigger.com/go/FL/schools/0144007434/school.aspx,REJECTED,White is not highest racial group (Hispanic at 41.1%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Union Park Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://unionparkes.ocps.net,,unionpark_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,447,12.8,https://www.schooldigger.com/go/FL/schools/0144001386/school.aspx,REJECTED,White is not highest racial group (Hispanic at 68.0%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Ventura Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://venturaes.ocps.net,,ventura_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,577,6.4,https://www.schooldigger.com/go/FL/schools/0144002574/school.aspx,REJECTED,White is not highest racial group (Hispanic at 78.3%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Village Park Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://villageparkes.ocps.net,,villagepark_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,597,22.8,https://www.schooldigger.com/go/FL/schools/0144009028/school.aspx,REJECTED,White is not highest racial group (Hispanic at 57.8%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Vista Lakes Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://vistalakeses.ocps.net,,vistalakes_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,520,19.6,https://www.schooldigger.com/go/FL/schools/0144005029/school.aspx,REJECTED,White is not highest racial group (Hispanic at 62.5%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Vista Pointe Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://vistapointees.ocps.net,,vistapointe_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,488,7.8,https://www.schooldigger.com/go/FL/schools/0144008699/school.aspx,REJECTED,White is not highest racial group (Hispanic at 73.0%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Washington Shores Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://washingtonshoreses.ocps.net,,washingtonshores_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,301,1.0,https://www.schooldigger.com/go/FL/schools/0144001462/school.aspx,REJECTED,White is not highest racial group (African American at 85.0%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Washington Shores Primary Learning Center,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://washingtonshoresplc.ocps.net,,washingtonshores_plc@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,82,3.7,https://www.schooldigger.com/go/FL/schools/0144010689/school.aspx,REJECTED,students < 200 (82 enrolled) AND White is not highest racial group (African American at 59.8%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Water Spring Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://waterspringes.ocps.net,,waterspring_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,1013,31.9,https://www.schooldigger.com/go/FL/schools/0144008611/school.aspx,REJECTED,White is not highest racial group (Hispanic at 53.3%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Waterbridge Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://waterbridgees.ocps.net,,waterbridge_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,644,12.7,https://www.schooldigger.com/go/FL/schools/0144002859/school.aspx,REJECTED,White is not highest racial group (Hispanic at 70.7%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Waterford Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://waterfordes.ocps.net,,waterford_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,532,26.5,https://www.schooldigger.com/go/FL/schools/0144002860/school.aspx,REJECTED,White is not highest racial group (Hispanic at 54.9%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
West Creek Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://westcreekes.ocps.net,,westcreek_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,565,26.2,https://www.schooldigger.com/go/FL/schools/0144004008/school.aspx,REJECTED,White is not highest racial group (Hispanic at 52.6%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
West Oaks Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://westoakses.ocps.net,,westoaks_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,494,1.6,https://www.schooldigger.com/go/FL/schools/0144004004/school.aspx,REJECTED,White is not highest racial group (African American at 91.7%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Westpointe Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://westpointees.ocps.net,,westpointe_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,683,25.5,https://www.schooldigger.com/go/FL/schools/0144008480/school.aspx,REJECTED,White is not highest racial group (Hispanic at 44.1%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Wetherbee Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://wetherbeees.ocps.net,,wetherbee_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,939,13.2,https://www.schooldigger.com/go/FL/schools/0144007523/school.aspx,REJECTED,White is not highest racial group (Hispanic at 60.5%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Winegard Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://winegardes.ocps.net,,winegard_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,650,6.8,https://www.schooldigger.com/go/FL/schools/0144001431/school.aspx,REJECTED,White is not highest racial group (Hispanic at 71.5%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Wolf Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://wolflakees.ocps.net,,wolflake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,710,30.1,https://www.schooldigger.com/go/FL/schools/0144005028/school.aspx,REJECTED,White is not highest racial group (Hispanic at 31.0%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Wyndham Lakes Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://wyndhamlakeses.ocps.net,,wyndhamlakes_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,592,12.5,https://www.schooldigger.com/go/FL/schools/0144005027/school.aspx,REJECTED,White is not highest racial group (Hispanic at 63.7%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Zellwood Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://zellwoodes.ocps.net,,zellwood_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,564,15.8,https://www.schooldigger.com/go/FL/schools/0144001387/school.aspx,REJECTED,White is not highest racial group (Hispanic at 47.3%),Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Arbor Ridge K-8,public_k8,OCPS,https://www.ocps.net/schools/k-8-schools,https://arborridgek8.ocps.net,,arborridge_k8@ocps.net,,,Orange,K-8,YES,YES,YES,VALID,756,27.6,https://www.schooldigger.com/go/FL/schools/0144002685/school.aspx,REJECTED,White is not highest racial group (Hispanic at 49.3%),Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
OCPS Academic Center For Excellence,public_k8,OCPS,https://www.ocps.net/schools/k-8-schools,https://ocpsace.ocps.net,,ocpsace_k8@ocps.net,,,Orange,K-8,YES,YES,YES,VALID,824,2.3,https://www.schooldigger.com/go/FL/schools/0144008606/school.aspx,REJECTED,White is not highest racial group (African American at 82.2%),Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Windy Ridge K-8,public_k8,OCPS,https://www.ocps.net/schools/k-8-schools,https://windyridgek8.ocps.net,,windyridge_k8@ocps.net,,,Orange,K-8,YES,YES,YES,VALID,1136,25.9,https://www.schooldigger.com/go/FL/schools/0144002780/school.aspx,REJECTED,White is not highest racial group (Hispanic at 52.2%),Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Aspire Academy Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 297-9955,Jodene.shea@ocps.net,"928 Malone Dr, Orlando, FL 32810",Orlando,Orange,K-5,YES,YES,YES,VALID,100,7.0,https://www.schooldigger.com/go/FL/schools/0144007942/school.aspx,REJECTED,students < 200 (100 enrolled) AND White is not highest racial group (African American at 70.0%),"Principal: Jodene Shea. Source: FLDOE Charter School Portal, Orange County list."
BridgePrep Academy Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(321) 775-2119,Kerri.yuhas@ocps.net,"5710 La Costa Dr, Orlando, FL 32807",Orlando,Orange,K-8,YES,YES,YES,VALID,299,3.7,https://www.schooldigger.com/go/FL/schools/0144008550/school.aspx,REJECTED,White is not highest racial group (Hispanic at 82.9%),"Principal: Kerri Yuhas. Source: FLDOE Charter School Portal, Orange County list."
Lake Eola Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 246-0900,jparrish@lecs.org,"135 N Magnolia Ave, Orlando, FL 32801",Orlando,Orange,K-8,YES,YES,YES,VALID,190,28.9,https://www.schooldigger.com/go/FL/schools/0144003450/school.aspx,REJECTED,students < 200 (190 enrolled) AND White is not highest racial group (Hispanic at 33.2%),"Principal: Joey Parrish. Source: FLDOE Charter School Portal, Orange County list."
Lucious and Emma Nixon Academy Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 412-6968,ardonnis.lumpkin@ocps.net,"1780 Mercy Dr, Orlando, FL 32808",Orlando,Orange,K-5,YES,YES,YES,VALID,74,1.4,https://www.schooldigger.com/go/FL/schools/0144008565/school.aspx,REJECTED,students < 200 (74 enrolled) AND White is not highest racial group (African American at 89.2%),"Principal: Ardonnis Lumpkin. Source: FLDOE Charter School Portal, Orange County list."
Mater Academy Narcoossee,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(321) 677-1727,Monica.cueto@ocps.net,"8315 Academy Dr, Orlando, FL 32827",Orlando,Orange,K-8,YES,YES,YES,VALID,1096,15.6,https://www.schooldigger.com/go/FL/schools/0144009025/school.aspx,REJECTED,White is not highest racial group (Hispanic at 73.7%),"Principal: Monica Cueto. Source: FLDOE Charter School Portal, Orange County list."
Orlando Science Charter School K-8,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 299-6595,Adam.Akpinar@orlandoscience.org,"10250 University Blvd, Orlando, FL 32817",Orlando,Orange,K-8,YES,YES,YES,VALID,626,22.8,https://www.schooldigger.com/go/FL/schools/0144010793/school.aspx,REJECTED,White is not highest racial group (Asian at 28.6%),"Principal: Adam Akpinar. Source: FLDOE Charter School Portal, Orange County list."
Orlando Science Elementary Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 299-6595,Michael.Singleton@ocps.net,"2611 Technology Dr, Orlando, FL 32804",Orlando,Orange,K-5,YES,YES,YES,VALID,721,19.1,https://www.schooldigger.com/go/FL/schools/0144008215/school.aspx,REJECTED,White is not highest racial group (Asian at 34.4%),"Principal: Michael Singleton. Source: FLDOE Charter School Portal, Orange County list."
Passport Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 658-9900,Osvaldo.Garcia@ocps.net,"5221 Curry Ford Rd, Orlando, FL 32812",Orlando,Orange,K-8,YES,YES,YES,VALID,181,9.4,https://www.schooldigger.com/go/FL/schools/0144003214/school.aspx,REJECTED,students < 200 (181 enrolled) AND White is not highest racial group (Hispanic at 85.1%),"Principal: Osvaldo Garcia. Source: FLDOE Charter School Portal, Orange County list."
Pinecrest Academy Avalon,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 432-5441,info@pinecrestavalonk5.com,"13993 Mailer Blvd, Orlando, FL 32828",Orlando,Orange,K-5,YES,YES,YES,VALID,498,30.9,https://www.schooldigger.com/go/FL/schools/0144008652/school.aspx,REJECTED,White is not highest racial group (Hispanic at 42.6%),"Principal: Jessica Brown. Source: FLDOE Charter School Portal, Orange County list."
Pinecrest Creek Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 757-2706,ebriones@pinecrestcreek.com,"1100 Lee Rd, Orlando, FL 32810",Orlando,Orange,K-5,YES,YES,YES,VALID,119,9.2,https://www.schooldigger.com/go/FL/schools/0144008204/school.aspx,REJECTED,students < 200 (119 enrolled) AND White is not highest racial group (African American at 55.5%),"Principal: Ericka Briones. Source: FLDOE Charter School Portal, Orange County list."
Pinecrest Preparatory Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 856-8359,Desiree.Lumpuy@ocps.net,"8503 Daetwyler Dr, Orlando, FL 32827",Orlando,Orange,K-8,YES,YES,YES,VALID,296,13.2,https://www.schooldigger.com/go/FL/schools/0144007931/school.aspx,REJECTED,White is not highest racial group (Hispanic at 62.2%),"Principal: Desiree Lumpuy. Source: FLDOE Charter School Portal, Orange County list."
Princeton House Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 523-7121,Lwilliams@princeton-house.org,"1166 Lee Rd, Orlando, FL 32810",Orlando,Orange,PK-5,YES,YES,YES,VALID,117,17.9,https://www.schooldigger.com/go/FL/schools/0144003449/school.aspx,REJECTED,students < 200 (117 enrolled) AND White is not highest racial group (Hispanic at 40.2%),"Principal: Laura Williams. Source: FLDOE Charter School Portal, Orange County list."
Renaissance Charter at Crown Point,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(321) 401-6714,Brett.Taylor@ocps.net,"83 West Rd, Ocoee, FL 34761",Ocoee,Orange,K-8,YES,YES,YES,VALID,1290,19.8,https://www.schooldigger.com/go/FL/schools/0144008564/school.aspx,REJECTED,White is not highest racial group (African American at 43.6%),"Principal: Brett Taylor. Source: FLDOE Charter School Portal, Orange County list."
Renaissance Charter School at Chickasaw Trail,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(321) 206-0662,jamie.menchaca@ocps.net,"8203 Valencia College Ln, Orlando, FL 32825",Orlando,Orange,K-8,YES,YES,YES,VALID,949,4.4,https://www.schooldigger.com/go/FL/schools/0144008091/school.aspx,REJECTED,White is not highest racial group (Hispanic at 71.1%),"Principal: Jamie Menchaca. Source: FLDOE Charter School Portal, Orange County list."
Renaissance Charter School at Goldenrod,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 536-2952,mtirado@goldenrodcharter.org,"6004 S Goldenrod Rd, Orlando, FL 32822",Orlando,Orange,K-8,YES,YES,YES,VALID,1129,6.9,https://www.schooldigger.com/go/FL/schools/0144008503/school.aspx,REJECTED,White is not highest racial group (Hispanic at 77.7%),"Principal: Miriam Tirado. Source: FLDOE Charter School Portal, Orange County list."
Renaissance Charter School at Hunters Creek,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(321) 206-3103,Patrice.Knowles@ocps.net,"4140 Town Center Blvd, Orlando, FL 32837",Orlando,Orange,K-8,YES,YES,YES,VALID,1501,7.9,https://www.schooldigger.com/go/FL/schools/0144008225/school.aspx,REJECTED,White is not highest racial group (Hispanic at 84.2%),"Principal: Patrice Knowles. Source: FLDOE Charter School Portal, Orange County list."
UCP Bailes Community Academy,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 852-3300,donna.darby@ocps.net,"4780 Data Ct, Orlando, FL 32817",Orlando,Orange,K-8,YES,YES,YES,VALID,469,22.8,https://www.schooldigger.com/go/FL/schools/0144008941/school.aspx,REJECTED,White is not highest racial group (Hispanic at 56.9%),"Principal: Donna Darby. Source: FLDOE Charter School Portal, Orange County list."
UCP Downtown Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 852-3300,Teresita.nieves@ocps.net,"4680 Lake Underhill Rd, Orlando, FL 32807",Orlando,Orange,PK-5,YES,YES,YES,VALID,188,11.2,https://www.schooldigger.com/go/FL/schools/0144003741/school.aspx,REJECTED,students < 200 (188 enrolled) AND White is not highest racial group (Hispanic at 69.7%),"Principal: Teresita Nieves. Source: FLDOE Charter School Portal, Orange County list."
UCP Pine Hills Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 852-3300,James.oliver@ucpcfl.org,"5800 Golf Club Pkwy, Orlando, FL 32808",Orlando,Orange,PK-5,YES,YES,YES,VALID,204,1.5,https://www.schooldigger.com/go/FL/schools/0144004114/school.aspx,REJECTED,White is not highest racial group (African American at 64.7%),"Principal: James Oliver. Source: FLDOE Charter School Portal, Orange County list."
UCP West Orange Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 852-3300,Mischa.king@ocps.net,"1441 Winter Garden-Vineland Rd, Orlando, FL 34787",Orlando,Orange,PK-5,YES,YES,YES,VALID,312,23.1,https://www.schooldigger.com/go/FL/schools/0144008474/school.aspx,REJECTED,White is not highest racial group (Hispanic at 40.7%),"Principal: Mischa King. Source: FLDOE Charter School Portal, Orange County list."
Absolute Excellence Preparatory Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 484-2035,vontricia@gmail.com,"1815 WEST WASHINGTON STREET, ORLANDO, FL 32805",Orlando,Orange,PK-12,YES,YES,YES,VALID,109,0.9,https://www.schooldigger.com/go/FL/schools/9999977858/school.aspx,REJECTED,students < 200 (109) AND African American leads,"Director: VONTRICIA LEWIS. Source: FLDOE Private School Directory, Orange County."
