school_name,school_type,address,city,county,phone,email,official_website,grades_raw,county_fit,grade_fit,school_type_fit,source_system,source_url,verification_status,notes
Vista Lakes Elementary,public_elementary,,,Orange,,,https://vistalakeses.ocps.net,K-5,yes,yes,yes,OCPS,https://www.ocps.net/schools/elementary-schools,confirmed,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Vista Pointe Elementary,public_elementary,,,Orange,,,https://vistapointees.ocps.net,K-5,yes,yes,yes,OCPS,https://www.ocps.net/schools/elementary-schools,confirmed,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Washington Shores Elementary,public_elementary,,,Orange,,,https://washingtonshoreses.ocps.net,K-5,yes,yes,yes,OCPS,https://www.ocps.net/schools/elementary-schools,confirmed,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Washington Shores Primary Learning Center,public_elementary,,,Orange,,,https://washingtonshoresplc.ocps.net,K-5,yes,yes,yes,OCPS,https://www.ocps.net/schools/elementary-schools,confirmed,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Water Spring Elementary,public_elementary,,,Orange,,,https://waterspringes.ocps.net,K-5,yes,yes,yes,OCPS,https://www.ocps.net/schools/elementary-schools,confirmed,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Waterbridge Elementary,public_elementary,,,Orange,,,https://waterbridgees.ocps.net,K-5,yes,yes,yes,OCPS,https://www.ocps.net/schools/elementary-schools,confirmed,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Waterford Elementary,public_elementary,,,Orange,,,https://waterfordes.ocps.net,K-5,yes,yes,yes,OCPS,https://www.ocps.net/schools/elementary-schools,confirmed,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
West Creek Elementary,public_elementary,,,Orange,,,https://westcreekes.ocps.net,K-5,yes,yes,yes,OCPS,https://www.ocps.net/schools/elementary-schools,confirmed,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
West Oaks Elementary,public_elementary,,,Orange,,,https://westoakses.ocps.net,K-5,yes,yes,yes,OCPS,https://www.ocps.net/schools/elementary-schools,confirmed,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Westbrooke Elementary,public_elementary,,,Orange,,,https://westbrookees.ocps.net,K-5,yes,yes,yes,OCPS,https://www.ocps.net/schools/elementary-schools,confirmed,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Westpointe Elementary,public_elementary,,,Orange,,,https://westpointees.ocps.net,K-5,yes,yes,yes,OCPS,https://www.ocps.net/schools/elementary-schools,confirmed,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Wetherbee Elementary,public_elementary,,,Orange,,,https://wetherbeees.ocps.net,K-5,yes,yes,yes,OCPS,https://www.ocps.net/schools/elementary-schools,confirmed,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Whispering Oak Elementary,public_elementary,,,Orange,,,https://whisperingoakes.ocps.net,K-5,yes,yes,yes,OCPS,https://www.ocps.net/schools/elementary-schools,confirmed,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Windermere Elementary,public_elementary,,,Orange,,,https://windermerees.ocps.net,K-5,yes,yes,yes,OCPS,https://www.ocps.net/schools/elementary-schools,confirmed,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Winegard Elementary,public_elementary,,,Orange,,,https://winegardes.ocps.net,K-5,yes,yes,yes,OCPS,https://www.ocps.net/schools/elementary-schools,confirmed,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Wolf Lake Elementary,public_elementary,,,Orange,,,https://wolflakees.ocps.net,K-5,yes,yes,yes,OCPS,https://www.ocps.net/schools/elementary-schools,confirmed,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Wyndham Lakes Elementary,public_elementary,,,Orange,,,https://wyndhamlakeses.ocps.net,K-5,yes,yes,yes,OCPS,https://www.ocps.net/schools/elementary-schools,confirmed,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Zellwood Elementary,public_elementary,,,Orange,,,https://zellwoodes.ocps.net,K-5,yes,yes,yes,OCPS,https://www.ocps.net/schools/elementary-schools,confirmed,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Arbor Ridge K-8,public_k8,,,Orange,,,https://arborridgek8.ocps.net,K-8,yes,yes,yes,OCPS,https://www.ocps.net/schools/k-8-schools,confirmed,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Audubon Park School,public_k8,,,Orange,,,https://audubonparkk8.ocps.net,K-8,yes,yes,yes,OCPS,https://www.ocps.net/schools/k-8-schools,confirmed,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Blankner School,public_k8,,,Orange,,,https://blanknerk8.ocps.net,K-8,yes,yes,yes,OCPS,https://www.ocps.net/schools/k-8-schools,confirmed,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Kelly Park School,public_k8,,,Orange,,,https://kellyparkk8.ocps.net,K-8,yes,yes,yes,OCPS,https://www.ocps.net/schools/k-8-schools,confirmed,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Lake Como School,public_k8,,,Orange,,,https://lakecomok8.ocps.net,K-8,yes,yes,yes,OCPS,https://www.ocps.net/schools/k-8-schools,confirmed,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
OCPS Academic Center For Excellence,public_k8,,,Orange,,,https://ocpsace.ocps.net,K-8,yes,yes,yes,OCPS,https://www.ocps.net/schools/k-8-schools,confirmed,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Orlando Gifted Academy,public_k8,,,Orange,,,https://orlandogiftedacademy.ocps.net,K-8,yes,yes,yes,OCPS,https://www.ocps.net/schools/k-8-schools,confirmed,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Pershing School,public_k8,,,Orange,,,https://pershingk8.ocps.net,K-8,yes,yes,yes,OCPS,https://www.ocps.net/schools/k-8-schools,confirmed,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Wedgefield School,public_k8,,,Orange,,,https://wedgefieldk8.ocps.net,K-8,yes,yes,yes,OCPS,https://www.ocps.net/schools/k-8-schools,confirmed,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Windy Ridge K-8,public_k8,,,Orange,,,https://windyridgek8.ocps.net,K-8,yes,yes,yes,OCPS,https://www.ocps.net/schools/k-8-schools,confirmed,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Aspire Academy Charter,charter_elementary,"928 Malone Dr, Orlando, FL 32810",Orlando,Orange,(407) 297-9955,Jodene.shea@ocps.net,,K-5,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Jodene Shea. Source: FLDOE Charter School Portal, Orange County list."
BridgePrep Academy Charter,charter_elementary,"5710 La Costa Dr, Orlando, FL 32807",Orlando,Orange,(321) 775-2119,Kerri.yuhas@ocps.net,,K-8,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Kerri Yuhas. Source: FLDOE Charter School Portal, Orange County list."
Cornerstone Academy Charter,charter_elementary,"906 Waltham Ave, Belle Isle, FL 32809",Belle Isle,Orange,(407) 608-7171,Jorge.rivas@ocps.net,,K-8,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Jorge Rivas. Source: FLDOE Charter School Portal, Orange County list."
Hope Charter,charter_elementary,"1550 E Crown Point Rd, Ocoee, FL 34761",Ocoee,Orange,(407) 656-4673,maurio.medley@ocps.net,,K-8,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Maurio Medley. Source: FLDOE Charter School Portal, Orange County list."
Innovation Montessori Ocoee,charter_elementary,"1644 N Lakewood Ave, Ocoee, FL 34761",Ocoee,Orange,(407) 654-2045,cathy@innovationmontessori.com,,K-12,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Cathy Tobin. Source: FLDOE Charter School Portal, Orange County list."
Lake Eola Charter,charter_elementary,"135 N Magnolia Ave, Orlando, FL 32801",Orlando,Orange,(407) 246-0900,jparrish@lecs.org,,K-8,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Joey Parrish. Source: FLDOE Charter School Portal, Orange County list."
Lucious and Emma Nixon Academy Charter,charter_elementary,"1780 Mercy Dr, Orlando, FL 32808",Orlando,Orange,(407) 412-6968,ardonnis.lumpkin@ocps.net,,K-5,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Ardonnis Lumpkin. Source: FLDOE Charter School Portal, Orange County list."
Mater Academy Narcoossee,charter_elementary,"8315 Academy Dr, Orlando, FL 32827",Orlando,Orange,(321) 677-1727,Monica.cueto@ocps.net,,K-8,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Monica Cueto. Source: FLDOE Charter School Portal, Orange County list."
Oakland Avenue Charter,charter_elementary,"456 E Oakland Ave, Oakland, FL 34760",Oakland,Orange,(407) 877-2039,pdwyer@oaklandfl.org,,K-5,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Pamela Dwyer. Source: FLDOE Charter School Portal, Orange County list."
Orlando Science Charter School K-8,charter_elementary,"10250 University Blvd, Orlando, FL 32817",Orlando,Orange,(407) 299-6595,Adam.Akpinar@orlandoscience.org,,K-8,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Adam Akpinar. Source: FLDOE Charter School Portal, Orange County list."
Orlando Science Elementary Charter,charter_elementary,"2611 Technology Dr, Orlando, FL 32804",Orlando,Orange,(407) 299-6595,Michael.Singleton@ocps.net,,K-5,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Michael Singleton. Source: FLDOE Charter School Portal, Orange County list."
Passport Charter,charter_elementary,"5221 Curry Ford Rd, Orlando, FL 32812",Orlando,Orange,(407) 658-9900,Osvaldo.Garcia@ocps.net,,K-8,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Osvaldo Garcia. Source: FLDOE Charter School Portal, Orange County list."
Pinecrest Academy Avalon,charter_elementary,"13993 Mailer Blvd, Orlando, FL 32828",Orlando,Orange,(407) 432-5441,info@pinecrestavalonk5.com,,K-5,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Jessica Brown. Source: FLDOE Charter School Portal, Orange County list."
Pinecrest Creek Charter,charter_elementary,"1100 Lee Rd, Orlando, FL 32810",Orlando,Orange,(407) 757-2706,ebriones@pinecrestcreek.com,,K-5,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Ericka Briones. Source: FLDOE Charter School Portal, Orange County list."
Pinecrest Preparatory Charter,charter_elementary,"8503 Daetwyler Dr, Orlando, FL 32827",Orlando,Orange,(407) 856-8359,Desiree.Lumpuy@ocps.net,,K-8,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Desiree Lumpuy. Source: FLDOE Charter School Portal, Orange County list."
Princeton House Charter,charter_elementary,"1166 Lee Rd, Orlando, FL 32810",Orlando,Orange,(407) 523-7121,Lwilliams@princeton-house.org,,PK-5,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Laura Williams. Source: FLDOE Charter School Portal, Orange County list."
Renaissance Charter at Crown Point,charter_elementary,"83 West Rd, Ocoee, FL 34761",Ocoee,Orange,(321) 401-6714,Brett.Taylor@ocps.net,,K-8,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Brett Taylor. Source: FLDOE Charter School Portal, Orange County list."
Renaissance Charter School at Chickasaw Trail,charter_elementary,"8203 Valencia College Ln, Orlando, FL 32825",Orlando,Orange,(321) 206-0662,jamie.menchaca@ocps.net,,K-8,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Jamie Menchaca. Source: FLDOE Charter School Portal, Orange County list."
Renaissance Charter School at Goldenrod,charter_elementary,"6004 S Goldenrod Rd, Orlando, FL 32822",Orlando,Orange,(407) 536-2952,mtirado@goldenrodcharter.org,,K-8,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Miriam Tirado. Source: FLDOE Charter School Portal, Orange County list."
Renaissance Charter School at Hunters Creek,charter_elementary,"4140 Town Center Blvd, Orlando, FL 32837",Orlando,Orange,(321) 206-3103,Patrice.Knowles@ocps.net,,K-8,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Patrice Knowles. Source: FLDOE Charter School Portal, Orange County list."
UCP Bailes Community Academy,charter_elementary,"4780 Data Ct, Orlando, FL 32817",Orlando,Orange,(407) 852-3300,donna.darby@ocps.net,,K-8,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Donna Darby. Source: FLDOE Charter School Portal, Orange County list."
UCP Downtown Charter,charter_elementary,"4680 Lake Underhill Rd, Orlando, FL 32807",Orlando,Orange,(407) 852-3300,Teresita.nieves@ocps.net,,PK-5,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Teresita Nieves. Source: FLDOE Charter School Portal, Orange County list."
UCP Pine Hills Charter,charter_elementary,"5800 Golf Club Pkwy, Orlando, FL 32808",Orlando,Orange,(407) 852-3300,James.oliver@ucpcfl.org,,PK-5,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: James Oliver. Source: FLDOE Charter School Portal, Orange County list."
UCP West Orange Charter,charter_elementary,"1441 Winter Garden-Vineland Rd, Orlando, FL 34787",Orlando,Orange,(407) 852-3300,Mischa.king@ocps.net,,PK-5,yes,yes,yes,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,confirmed,"Principal: Mischa King. Source: FLDOE Charter School Portal, Orange County list."
Absolute Excellence Preparatory Academy,private_elementary,"1815 WEST WASHINGTON STREET, ORLANDO, FL 32805",Orlando,Orange,(407) 484-2035,vontricia@gmail.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: VONTRICIA LEWIS. Source: FLDOE Private School Directory, Orange County."
Academy For Autism,private_elementary,"11 EAST LANCASTER ROAD, ORLANDO, FL 32809",Orlando,Orange,(407) 852-9922,academy4autism@hotmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ZULMA RIVAS-VETELL. Source: FLDOE Private School Directory, Orange County."
All Saints School,private_elementary,"338 EAST LYMAN AVENUE, WINTER PARK, FL 32789",Winter Park,Orange,(407) 644-1737,emory@allsaintswinterpark.org,,K-K,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: EMORY MESSEROFF. Source: FLDOE Private School Directory, Orange County."
Amazing Hope School Academy,private_elementary,"601 S HIGHLAND AVENUE, APOPKA, FL 32703",Apopka,Orange,(689) 248-1525,marilyn.amazinghopeacademy@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: MARILYN P. CARD PHD. Source: FLDOE Private School Directory, Orange County."
Apopka Christian Academy- West Campus,private_elementary,"441 S. HIGHLAND AVE, APOPKA, FL 32703",Apopka,Orange,(407) 949-7997,pastorjason@apopkachristian.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: JASON FLETCHER. Source: FLDOE Private School Directory, Orange County."
Apopka Christian Learning Academy Inc.,private_elementary,"750 ROGER WILLIAMS RD., APOPKA, FL 32703",Apopka,Orange,(407) 410-0049,lapfleger@yahoo.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ANNE PFLEGER. Source: FLDOE Private School Directory, Orange County."
Apopka Innovation  Technology Academy,private_elementary,"515 N. PARK AVE 104, APOPKA, FL 32712",Apopka,Orange,(407) 703-8634,greenet@hlcmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: TYRONE GREENE. Source: FLDOE Private School Directory, Orange County."
Avalon School Inc.,private_elementary,"5002 ANDRUS AVE., ORLANDO, FL 32804",Orlando,Orange,(407) 297-4353,rkavalon@aol.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ROBERT SHAFER. Source: FLDOE Private School Directory, Orange County."
Azalea Park Baptist School,private_elementary,"5725 DAHLIA DRIVE, ORLANDO, FL 32807",Orlando,Orange,(407) 277-4056,principal@apbs.community,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ALEXA ORTEGA. Source: FLDOE Private School Directory, Orange County."
Baldwin Oaks Academy,private_elementary,"1862 E WINTER PARK RD, ORLANDO, FL 32803",Orlando,Orange,(407) 647-0119,boa@cfl.rr.com,,PK-K,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: SHARON WARD. Source: FLDOE Private School Directory, Orange County."
Bethany Christian Academy Inc,private_elementary,"6229 WINEGARD RD., ORLANDO, FL 32809",Orlando,Orange,(407) 271-4711,astimphil@bca-edu.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ANTOINE STIMPHIL. Source: FLDOE Private School Directory, Orange County."
Big Stars Learning Center,private_elementary,"430 WEST LANCASTER ROAD, ORLANDO, FL 32809",Orlando,Orange,(407) 860-9477,bigstarslearning7@yahoo.com,,PK-K,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: LISANDRA MARTINEZ. Source: FLDOE Private School Directory, Orange County."
Blue Jay Academy 4 Kidz,private_elementary,"229 E 5TH ST, APOPKA, FL 32703",Apopka,Orange,(407) 703-4276,bluejay4kidz@gmail.com,,PK-K,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: TANIA ROSARIO. Source: FLDOE Private School Directory, Orange County."
Bridge To Independence Inc.,private_elementary,"2138 WEST COLONIAL DRIVE, ORLANDO, FL 32804",Orlando,Orange,(407) 487-1502,nicolephollis@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: NICOLE PHILLIPS HOLLIS. Source: FLDOE Private School Directory, Orange County."
Brush Arbor Christian School,private_elementary,"2304 N GOLDENROD ROAD, ORLANDO, FL 32807",Orlando,Orange,(407) 671-9774,kpierce@brusharborbaptist.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: KIMBERLY PIERCE. Source: FLDOE Private School Directory, Orange County."
Calvary Christian Academy And Preschool,private_elementary,"2500 W. OAKRIDGE RD., ORLANDO, FL 32809",Orlando,Orange,(407) 792-5135,dvega@cccap.net,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: DENISE VEGA. Source: FLDOE Private School Directory, Orange County."
Camen Academy For The Performing Arts,private_elementary,"5959 LAKE ELLENOR DRIVE UNIT 100, ORLANDO, FL 32809",Orlando,Orange,(407) 347-4958,clottman@camenacademy.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: CLAIRE LOTTMAN. Source: FLDOE Private School Directory, Orange County."
Celandine Life-Prep Academy Inc,private_elementary,"331 LAKE AVENUE, MAITLAND, FL 32751",Maitland,Orange,(407) 790-4903,administration@clpa13.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: KRISTEN PETERSON. Source: FLDOE Private School Directory, Orange County."
Central Christian Academy,private_elementary,"5503 N HIAWASSEE RD BUILDING B, ORLANDO, FL 32818",Orlando,Orange,(407) 930-6364,info@cca.education,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: DINORAHT AMESTY. Source: FLDOE Private School Directory, Orange County."
Central Florida Christian Academy,private_elementary,"700 GOOD HOMES RD, ORLANDO, FL 32818",Orlando,Orange,(407) 293-8062,headmaster@cfcaeagles.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: MARC STOMPRUD. Source: FLDOE Private School Directory, Orange County."
Central Florida Preparatory School,private_elementary,"1800 MARDEN ROAD, APOPKA, FL 32703",Apopka,Orange,(407) 290-8073,rowena@cfprep.org,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ROWENA FLANDERS. Source: FLDOE Private School Directory, Orange County."
Changing Lives Academy Inc.,private_elementary,"7215 MONETARY DRIVE, ORLANDO, FL 32809",Orlando,Orange,(407) 613-2445,jreyesclacademy@gmail.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: JIPSY REYES. Source: FLDOE Private School Directory, Orange County."
Christian Learning Academy Apopka Inc.,private_elementary,"820 ROGER WILLIAMS RD, APOPKA, FL 32703",Apopka,Orange,(407) 408-0320,bryce.pfleger@claeagles.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: BRYCE PFLEGER. Source: FLDOE Private School Directory, Orange County."
Christian Victory Academy Of Central Fl,private_elementary,"383 MEDALLION PLACE, CHULUOTA, FL 32766",Chuluota,Orange,(407) 924-7869,paula@christianvictoryacademy.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: PAULA WILLIAMSON. Source: FLDOE Private School Directory, Orange County."
Cid Academy,private_elementary,"2649 CRESCENT LAKE CT WINDERM, ORLANDO, FL 34786",Orlando,Orange,(321) 424-3068,coordinacion@cdiopendoors.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: TATIANA BUSTAMANTE. Source: FLDOE Private School Directory, Orange County."
Circle Christian School Winter Garden,private_elementary,"16796 DAVENPORT ROAD, WINTER GARDEN, FL 34787",Winter Garden,Orange,(407) 740-8877,gretchens@circlechristianschool.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: GRETCHEN SIMMONDS. Source: FLDOE Private School Directory, Orange County."
Circle Christian School Winter Park,private_elementary,"1199 CLAY STREET, WINTER PARK, FL 32789",Winter Park,Orange,(407) 740-8877,kellyc@circlechristianschool.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: KELLY COLANGELO. Source: FLDOE Private School Directory, Orange County."
Conductive Ed Ctr Of Orlando Inc.,private_elementary,"931 S. SEMORAN BLVD. SUITE 220, WINTER PARK, FL 32792",Winter Park,Orange,(407) 671-4687,kweiszhaupt@ceco.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: KRISZTINA WEISZHAUPT. Source: FLDOE Private School Directory, Orange County."
Continuum,private_elementary,"13205 REAMS ROAD SUITE 132, WINDERMERE, FL 34786",Windermere,Orange,(689) 600-4444,syelenosky@continuummontessori.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: STEPHANIE YELENOSKY. Source: FLDOE Private School Directory, Orange County."
Core Prep,private_elementary,"50 W MAGNOLIA ST 50 W MAGNOLIA ST., OVIEDO, FL 32765",Oviedo,Orange,(407) 848-0306,info@yourcoreprep.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ANDREW DEES. Source: FLDOE Private School Directory, Orange County."
Covenant Journey Academy,private_elementary,"1053 MAITLAND CTR COMMONS BLVD, MAITLAND, FL 32750",Maitland,Orange,(407) 875-1967,tmatthews@cj.academy,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: TIM MATTHEWS. Source: FLDOE Private School Directory, Orange County."
Creative Global Schools,private_elementary,"1808 EAST CENTRAL BLVD, ORLANDO, FL 32803",Orlando,Orange,(407) 479-8368,creativeglobalschools@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: KIM LUNDY. Source: FLDOE Private School Directory, Orange County."
Crenshaw Academy,private_elementary,"2342 HEMPEL AVE., GOTHA, FL 34734",Gotha,Orange,(407) 757-2241,bcrenshaw@thecrenshawacademy.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: TANYA WILLIAMS. Source: FLDOE Private School Directory, Orange County."
Crenshaw School,private_elementary,"11520 S. APOPKA VINELAND ROAD, ORLANDO, FL 32836",Orlando,Orange,(407) 420-0038,priscilla@plurisacademy.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: PRISCILLA ARAUJO. Source: FLDOE Private School Directory, Orange County."
Cvv Preschool And Academy,private_elementary,"6837 LAKEVILLE RD., ORLANDO, FL 32818",Orlando,Orange,(407) 464-2188,pastoraalma@cvvacademy.org,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ALMA ROBLES. Source: FLDOE Private School Directory, Orange County."
