school_name,school_type,source_system,source_url,official_website,phone,email,address,city,county,grades_raw,county_fit,grade_fit,school_type_fit,verification_status,notes
Sunset Park Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://sunsetparkes.ocps.net,,sunsetpark_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Sunshine Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://sunshinees.ocps.net,,sunshine_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Tangelo Park Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://tangeloparkes.ocps.net,,tangelopark_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Thornebrooke Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://thornebrookees.ocps.net,,thornebrooke_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Three Points Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://threepointses.ocps.net,,threepoints_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Tildenville Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://tildenvillees.ocps.net,,tildenville_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Timber Lakes Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://timberlakeses.ocps.net,,timberlakes_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Union Park Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://unionparkes.ocps.net,,unionpark_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Ventura Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://venturaes.ocps.net,,ventura_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Village Park Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://villageparkes.ocps.net,,villagepark_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Vista Lakes Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://vistalakeses.ocps.net,,vistalakes_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Vista Pointe Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://vistapointees.ocps.net,,vistapointe_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Washington Shores Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://washingtonshoreses.ocps.net,,washingtonshores_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Washington Shores Primary Learning Center,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://washingtonshoresplc.ocps.net,,washingtonshores_plc@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Water Spring Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://waterspringes.ocps.net,,waterspring_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Waterbridge Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://waterbridgees.ocps.net,,waterbridge_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Waterford Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://waterfordes.ocps.net,,waterford_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
West Creek Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://westcreekes.ocps.net,,westcreek_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
West Oaks Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://westoakses.ocps.net,,westoaks_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Westbrooke Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://westbrookees.ocps.net,,westbrooke_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Westpointe Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://westpointees.ocps.net,,westpointe_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Wetherbee Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://wetherbeees.ocps.net,,wetherbee_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Whispering Oak Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://whisperingoakes.ocps.net,,whisperingoak_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Windermere Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://windermerees.ocps.net,,windermere_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Winegard Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://winegardes.ocps.net,,winegard_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Wolf Lake Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://wolflakees.ocps.net,,wolflake_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Wyndham Lakes Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://wyndhamlakeses.ocps.net,,wyndhamlakes_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Zellwood Elementary,public_elementary,OCPS,https://www.ocps.net/schools/elementary-schools,https://zellwoodes.ocps.net,,zellwood_es@ocps.net,,,Orange,K-5,YES,YES,YES,VALID,Listed as elementary school in official OCPS directory. Grade K-5 confirmed by OCPS classification.
Arbor Ridge K-8,public_k8,OCPS,https://www.ocps.net/schools/k-8-schools,https://arborridgek8.ocps.net,,arborridge_k8@ocps.net,,,Orange,K-8,YES,YES,YES,VALID,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Audubon Park School,public_k8,OCPS,https://www.ocps.net/schools/k-8-schools,https://audubonparkk8.ocps.net,,audubonpark_k8@ocps.net,,,Orange,K-8,YES,YES,YES,VALID,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Blankner School,public_k8,OCPS,https://www.ocps.net/schools/k-8-schools,https://blanknerk8.ocps.net,,blankner_k8@ocps.net,,,Orange,K-8,YES,YES,YES,VALID,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Kelly Park School,public_k8,OCPS,https://www.ocps.net/schools/k-8-schools,https://kellyparkk8.ocps.net,,kellyparkschool@ocps.net,,,Orange,K-8,YES,YES,YES,VALID,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Lake Como School,public_k8,OCPS,https://www.ocps.net/schools/k-8-schools,https://lakecomok8.ocps.net,,lakecomo_k8@ocps.net,,,Orange,K-8,YES,YES,YES,VALID,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
OCPS Academic Center For Excellence,public_k8,OCPS,https://www.ocps.net/schools/k-8-schools,https://ocpsace.ocps.net,,ocpsace_k8@ocps.net,,,Orange,K-8,YES,YES,YES,VALID,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Orlando Gifted Academy,public_k8,OCPS,https://www.ocps.net/schools/k-8-schools,https://orlandogiftedacademy.ocps.net,,orlandogiftedacademy_es@ocps.net,,,Orange,K-8,YES,YES,YES,VALID,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Pershing School,public_k8,OCPS,https://www.ocps.net/schools/k-8-schools,https://pershingk8.ocps.net,,pershing_k8@ocps.net,,,Orange,K-8,YES,YES,YES,VALID,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Wedgefield School,public_k8,OCPS,https://www.ocps.net/schools/k-8-schools,https://wedgefieldk8.ocps.net,,wedgefield_k8@ocps.net,,,Orange,K-8,YES,YES,YES,VALID,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Windy Ridge K-8,public_k8,OCPS,https://www.ocps.net/schools/k-8-schools,https://windyridgek8.ocps.net,,windyridge_k8@ocps.net,,,Orange,K-8,YES,YES,YES,VALID,Listed as K-8 school in official OCPS directory. Grade K-8 confirmed by OCPS classification.
Aspire Academy Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 297-9955,Jodene.shea@ocps.net,"928 Malone Dr, Orlando, FL 32810",Orlando,Orange,K-5,YES,YES,YES,VALID,"Principal: Jodene Shea. Source: FLDOE Charter School Portal, Orange County list."
BridgePrep Academy Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(321) 775-2119,Kerri.yuhas@ocps.net,"5710 La Costa Dr, Orlando, FL 32807",Orlando,Orange,K-8,YES,YES,YES,VALID,"Principal: Kerri Yuhas. Source: FLDOE Charter School Portal, Orange County list."
Cornerstone Academy Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 608-7171,Jorge.rivas@ocps.net,"906 Waltham Ave, Belle Isle, FL 32809",Belle Isle,Orange,K-8,YES,YES,YES,VALID,"Principal: Jorge Rivas. Source: FLDOE Charter School Portal, Orange County list."
Hope Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 656-4673,maurio.medley@ocps.net,"1550 E Crown Point Rd, Ocoee, FL 34761",Ocoee,Orange,K-8,YES,YES,YES,VALID,"Principal: Maurio Medley. Source: FLDOE Charter School Portal, Orange County list."
Innovation Montessori Ocoee,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 654-2045,cathy@innovationmontessori.com,"1644 N Lakewood Ave, Ocoee, FL 34761",Ocoee,Orange,K-12,YES,YES,YES,VALID,"Principal: Cathy Tobin. Source: FLDOE Charter School Portal, Orange County list."
Lake Eola Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 246-0900,jparrish@lecs.org,"135 N Magnolia Ave, Orlando, FL 32801",Orlando,Orange,K-8,YES,YES,YES,VALID,"Principal: Joey Parrish. Source: FLDOE Charter School Portal, Orange County list."
Lucious and Emma Nixon Academy Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 412-6968,ardonnis.lumpkin@ocps.net,"1780 Mercy Dr, Orlando, FL 32808",Orlando,Orange,K-5,YES,YES,YES,VALID,"Principal: Ardonnis Lumpkin. Source: FLDOE Charter School Portal, Orange County list."
Mater Academy Narcoossee,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(321) 677-1727,Monica.cueto@ocps.net,"8315 Academy Dr, Orlando, FL 32827",Orlando,Orange,K-8,YES,YES,YES,VALID,"Principal: Monica Cueto. Source: FLDOE Charter School Portal, Orange County list."
Oakland Avenue Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 877-2039,pdwyer@oaklandfl.org,"456 E Oakland Ave, Oakland, FL 34760",Oakland,Orange,K-5,YES,YES,YES,VALID,"Principal: Pamela Dwyer. Source: FLDOE Charter School Portal, Orange County list."
Orlando Science Charter School K-8,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 299-6595,Adam.Akpinar@orlandoscience.org,"10250 University Blvd, Orlando, FL 32817",Orlando,Orange,K-8,YES,YES,YES,VALID,"Principal: Adam Akpinar. Source: FLDOE Charter School Portal, Orange County list."
Orlando Science Elementary Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 299-6595,Michael.Singleton@ocps.net,"2611 Technology Dr, Orlando, FL 32804",Orlando,Orange,K-5,YES,YES,YES,VALID,"Principal: Michael Singleton. Source: FLDOE Charter School Portal, Orange County list."
Passport Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 658-9900,Osvaldo.Garcia@ocps.net,"5221 Curry Ford Rd, Orlando, FL 32812",Orlando,Orange,K-8,YES,YES,YES,VALID,"Principal: Osvaldo Garcia. Source: FLDOE Charter School Portal, Orange County list."
Pinecrest Academy Avalon,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 432-5441,info@pinecrestavalonk5.com,"13993 Mailer Blvd, Orlando, FL 32828",Orlando,Orange,K-5,YES,YES,YES,VALID,"Principal: Jessica Brown. Source: FLDOE Charter School Portal, Orange County list."
Pinecrest Creek Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 757-2706,ebriones@pinecrestcreek.com,"1100 Lee Rd, Orlando, FL 32810",Orlando,Orange,K-5,YES,YES,YES,VALID,"Principal: Ericka Briones. Source: FLDOE Charter School Portal, Orange County list."
Pinecrest Preparatory Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 856-8359,Desiree.Lumpuy@ocps.net,"8503 Daetwyler Dr, Orlando, FL 32827",Orlando,Orange,K-8,YES,YES,YES,VALID,"Principal: Desiree Lumpuy. Source: FLDOE Charter School Portal, Orange County list."
Princeton House Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 523-7121,Lwilliams@princeton-house.org,"1166 Lee Rd, Orlando, FL 32810",Orlando,Orange,PK-5,YES,YES,YES,VALID,"Principal: Laura Williams. Source: FLDOE Charter School Portal, Orange County list."
Renaissance Charter at Crown Point,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(321) 401-6714,Brett.Taylor@ocps.net,"83 West Rd, Ocoee, FL 34761",Ocoee,Orange,K-8,YES,YES,YES,VALID,"Principal: Brett Taylor. Source: FLDOE Charter School Portal, Orange County list."
Renaissance Charter School at Chickasaw Trail,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(321) 206-0662,jamie.menchaca@ocps.net,"8203 Valencia College Ln, Orlando, FL 32825",Orlando,Orange,K-8,YES,YES,YES,VALID,"Principal: Jamie Menchaca. Source: FLDOE Charter School Portal, Orange County list."
Renaissance Charter School at Goldenrod,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 536-2952,mtirado@goldenrodcharter.org,"6004 S Goldenrod Rd, Orlando, FL 32822",Orlando,Orange,K-8,YES,YES,YES,VALID,"Principal: Miriam Tirado. Source: FLDOE Charter School Portal, Orange County list."
Renaissance Charter School at Hunters Creek,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(321) 206-3103,Patrice.Knowles@ocps.net,"4140 Town Center Blvd, Orlando, FL 32837",Orlando,Orange,K-8,YES,YES,YES,VALID,"Principal: Patrice Knowles. Source: FLDOE Charter School Portal, Orange County list."
UCP Bailes Community Academy,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 852-3300,donna.darby@ocps.net,"4780 Data Ct, Orlando, FL 32817",Orlando,Orange,K-8,YES,YES,YES,VALID,"Principal: Donna Darby. Source: FLDOE Charter School Portal, Orange County list."
UCP Downtown Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 852-3300,Teresita.nieves@ocps.net,"4680 Lake Underhill Rd, Orlando, FL 32807",Orlando,Orange,PK-5,YES,YES,YES,VALID,"Principal: Teresita Nieves. Source: FLDOE Charter School Portal, Orange County list."
UCP Pine Hills Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 852-3300,James.oliver@ucpcfl.org,"5800 Golf Club Pkwy, Orlando, FL 32808",Orlando,Orange,PK-5,YES,YES,YES,VALID,"Principal: James Oliver. Source: FLDOE Charter School Portal, Orange County list."
UCP West Orange Charter,charter_elementary,FLDOE_Charter,https://web01.fldoe.org/CSA/PostToWeb/DownloadSchoolList.aspx,,(407) 852-3300,Mischa.king@ocps.net,"1441 Winter Garden-Vineland Rd, Orlando, FL 34787",Orlando,Orange,PK-5,YES,YES,YES,VALID,"Principal: Mischa King. Source: FLDOE Charter School Portal, Orange County list."
Absolute Excellence Preparatory Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 484-2035,vontricia@gmail.com,"1815 WEST WASHINGTON STREET, ORLANDO, FL 32805",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: VONTRICIA LEWIS. Source: FLDOE Private School Directory, Orange County."
Academy For Autism,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 852-9922,academy4autism@hotmail.com,"11 EAST LANCASTER ROAD, ORLANDO, FL 32809",Orlando,Orange,K-12,YES,YES,YES,REVIEW,"Director: ZULMA RIVAS-VETELL. Source: FLDOE Private School Directory, Orange County. Flagged REVIEW: ambiguous entity type — confirm is a standard school before outreach."
All Saints School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 644-1737,emory@allsaintswinterpark.org,"338 EAST LYMAN AVENUE, WINTER PARK, FL 32789",Winter Park,Orange,K-K,YES,YES,YES,REVIEW,"Director: EMORY MESSEROFF. Source: FLDOE Private School Directory, Orange County. Flagged REVIEW: only serves PK–K, no grades 1–5 confirmed. Limited after-school fit."
Amazing Hope School Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(689) 248-1525,marilyn.amazinghopeacademy@gmail.com,"601 S HIGHLAND AVENUE, APOPKA, FL 32703",Apopka,Orange,K-12,YES,YES,YES,VALID,"Director: MARILYN P. CARD PHD. Source: FLDOE Private School Directory, Orange County."
Apopka Christian Academy- West Campus,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 949-7997,pastorjason@apopkachristian.org,"441 S. HIGHLAND AVE, APOPKA, FL 32703",Apopka,Orange,K-12,YES,YES,YES,VALID,"Director: JASON FLETCHER. Source: FLDOE Private School Directory, Orange County."
Apopka Christian Learning Academy Inc.,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 410-0049,lapfleger@yahoo.com,"750 ROGER WILLIAMS RD., APOPKA, FL 32703",Apopka,Orange,K-12,YES,YES,YES,VALID,"Director: ANNE PFLEGER. Source: FLDOE Private School Directory, Orange County."
Apopka Innovation  Technology Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 703-8634,greenet@hlcmail.com,"515 N. PARK AVE 104, APOPKA, FL 32712",Apopka,Orange,K-12,YES,YES,YES,VALID,"Director: TYRONE GREENE. Source: FLDOE Private School Directory, Orange County."
Avalon School Inc.,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 297-4353,rkavalon@aol.com,"5002 ANDRUS AVE., ORLANDO, FL 32804",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: ROBERT SHAFER. Source: FLDOE Private School Directory, Orange County."
Azalea Park Baptist School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 277-4056,principal@apbs.community,"5725 DAHLIA DRIVE, ORLANDO, FL 32807",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: ALEXA ORTEGA. Source: FLDOE Private School Directory, Orange County."
Baldwin Oaks Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 647-0119,boa@cfl.rr.com,"1862 E WINTER PARK RD, ORLANDO, FL 32803",Orlando,Orange,PK-K,YES,YES,YES,REVIEW,"Director: SHARON WARD. Source: FLDOE Private School Directory, Orange County. Flagged REVIEW: only serves PK–K, no grades 1–5 confirmed. Limited after-school fit."
Bethany Christian Academy Inc,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 271-4711,astimphil@bca-edu.org,"6229 WINEGARD RD., ORLANDO, FL 32809",Orlando,Orange,K-12,YES,YES,YES,VALID,"Director: ANTOINE STIMPHIL. Source: FLDOE Private School Directory, Orange County."
Big Stars Learning Center,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 860-9477,bigstarslearning7@yahoo.com,"430 WEST LANCASTER ROAD, ORLANDO, FL 32809",Orlando,Orange,PK-K,YES,YES,YES,REVIEW,"Director: LISANDRA MARTINEZ. Source: FLDOE Private School Directory, Orange County. Flagged REVIEW: only serves PK–K, no grades 1–5 confirmed. Limited after-school fit."
Blue Jay Academy 4 Kidz,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 703-4276,bluejay4kidz@gmail.com,"229 E 5TH ST, APOPKA, FL 32703",Apopka,Orange,PK-K,YES,YES,YES,REVIEW,"Director: TANIA ROSARIO. Source: FLDOE Private School Directory, Orange County. Flagged REVIEW: only serves PK–K, no grades 1–5 confirmed. Limited after-school fit."
Bridge To Independence Inc.,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 487-1502,nicolephollis@gmail.com,"2138 WEST COLONIAL DRIVE, ORLANDO, FL 32804",Orlando,Orange,K-12,YES,YES,YES,REVIEW,"Director: NICOLE PHILLIPS HOLLIS. Source: FLDOE Private School Directory, Orange County. Flagged REVIEW: ambiguous entity type — confirm is a standard school before outreach."
Brush Arbor Christian School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 671-9774,kpierce@brusharborbaptist.com,"2304 N GOLDENROD ROAD, ORLANDO, FL 32807",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: KIMBERLY PIERCE. Source: FLDOE Private School Directory, Orange County."
Calvary Christian Academy And Preschool,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 792-5135,dvega@cccap.net,"2500 W. OAKRIDGE RD., ORLANDO, FL 32809",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: DENISE VEGA. Source: FLDOE Private School Directory, Orange County."
Camen Academy For The Performing Arts,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 347-4958,clottman@camenacademy.com,"5959 LAKE ELLENOR DRIVE UNIT 100, ORLANDO, FL 32809",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: CLAIRE LOTTMAN. Source: FLDOE Private School Directory, Orange County."
Celandine Life-Prep Academy Inc,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 790-4903,administration@clpa13.com,"331 LAKE AVENUE, MAITLAND, FL 32751",Maitland,Orange,PK-12,YES,YES,YES,VALID,"Director: KRISTEN PETERSON. Source: FLDOE Private School Directory, Orange County."
Central Christian Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 930-6364,info@cca.education,"5503 N HIAWASSEE RD BUILDING B, ORLANDO, FL 32818",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: DINORAHT AMESTY. Source: FLDOE Private School Directory, Orange County."
Central Florida Christian Academy,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 293-8062,headmaster@cfcaeagles.org,"700 GOOD HOMES RD, ORLANDO, FL 32818",Orlando,Orange,K-12,YES,YES,YES,VALID,"Director: MARC STOMPRUD. Source: FLDOE Private School Directory, Orange County."
Central Florida Preparatory School,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 290-8073,rowena@cfprep.org,"1800 MARDEN ROAD, APOPKA, FL 32703",Apopka,Orange,PK-12,YES,YES,YES,VALID,"Director: ROWENA FLANDERS. Source: FLDOE Private School Directory, Orange County."
Changing Lives Academy Inc.,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 613-2445,jreyesclacademy@gmail.com,"7215 MONETARY DRIVE, ORLANDO, FL 32809",Orlando,Orange,PK-12,YES,YES,YES,VALID,"Director: JIPSY REYES. Source: FLDOE Private School Directory, Orange County."
Christian Learning Academy Apopka Inc.,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 408-0320,bryce.pfleger@claeagles.com,"820 ROGER WILLIAMS RD, APOPKA, FL 32703",Apopka,Orange,K-12,YES,YES,YES,VALID,"Director: BRYCE PFLEGER. Source: FLDOE Private School Directory, Orange County."
Christian Victory Academy Of Central Fl,private_elementary,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,,(407) 924-7869,paula@christianvictoryacademy.org,"383 MEDALLION PLACE, CHULUOTA, FL 32766",Chuluota,Orange,K-12,YES,YES,YES,VALID,"Director: PAULA WILLIAMSON. Source: FLDOE Private School Directory, Orange County."
